customer_id,first_name,last_name,email,country,signup_channel,signup_date,is_active
CUST00339,Omar,Simon,omar.simon339@example.com,ES,referral,2024-12-28,True
CUST00340,Ines,Laurent,ines.laurent340@example.com,DE,paid_search,2024-09-09,True
CUST00341,Jules,Petit,jules.petit341@example.com,ES,email,2024-07-31,True
CUST00342,Paul,Richard,paul.richard342@example.com,DE,email,2024-10-07,True
CUST00343,Sami,Simon,sami.simon343@example.com,DE,social,2024-12-19,True
CUST00344,Emma,Robert,emma.robert344@example.com,FR,email,2024-03-21,True
CUST00345,Omar,Robert,omar.robert345@example.com,DE,paid_search,2024-07-25,True
CUST00346,Ines,Simon,ines.simon346@example.com,ES,paid_search,2024-04-21,True
CUST00347,Sami,Petit,sami.petit347@example.com,BE,organic,2024-08-19,True
CUST00348,Bruno,Bernard,bruno.bernard348@example.com,DE,email,2025-04-28,False
CUST00349,Emma,Martin,emma.martin349@example.com,IT,paid_search,2025-02-20,True
CUST00350,Paul,Moreau,paul.moreau350@example.com,BE,email,2024-11-24,True
CUST00351,Bruno,Bernard,bruno.bernard351@example.com,IT,paid_search,2024-02-08,True
CUST00352,Farid,Durand,farid.durand352@example.com,BE,organic,2025-02-10,True
CUST00353,Farid,Robert,farid.robert353@example.com,FR,organic,2024-11-01,True
CUST00354,David,Richard,david.richard354@example.com,ES,social,2025-06-20,True
CUST00355,Emma,Simon,emma.simon355@example.com,DE,email,2024-07-16,True
CUST00356,Karim,Dubois,karim.dubois356@example.com,DE,email,2024-07-09,False
CUST00357,Karim,Robert,karim.robert357@example.com,IT,paid_search,2024-06-28,True
CUST00358,Marco,Durand,marco.durand358@example.com,IT,email,2024-03-29,True
CUST00359,David,Dubois,david.dubois359@example.com,BE,social,2024-11-27,True
CUST00360,Alice,Robert,alice.robert360@example.com,DE,paid_search,2025-04-02,True
CUST00361,Karim,Robert,karim.robert361@example.com,IT,referral,2024-01-12,True
CUST00362,Léa,Petit,léa.petit362@example.com,FR,organic,2025-04-21,True
CUST00363,Marco,Simon,marco.simon363@example.com,ES,organic,2024-10-29,True
CUST00364,Hugo,Petit,hugo.petit364@example.com,BE,social,2024-06-05,True
CUST00365,Tania,Richard,tania.richard365@example.com,DE,referral,2025-04-27,True
CUST00366,Giulia,Petit,giulia.petit366@example.com,IT,organic,2025-06-22,True
CUST00367,Léa,Bernard,léa.bernard367@example.com,IT,organic,2024-03-04,True
CUST00368,Quentin,Petit,quentin.petit368@example.com,IT,referral,2024-06-02,True
CUST00369,Quentin,Moreau,quentin.moreau369@example.com,FR,paid_search,2025-05-15,False
CUST00370,Quentin,Moreau,quentin.moreau370@example.com,FR,social,2024-05-15,True
CUST00371,Omar,Laurent,omar.laurent371@example.com,FR,referral,2025-04-18,True
CUST00372,Jules,Martin,jules.martin372@example.com,DE,email,2024-01-04,True
CUST00373,Sami,Bernard,sami.bernard373@example.com,FR,social,2024-12-18,True
CUST00374,Rania,Martin,rania.martin374@example.com,FR,social,2024-02-02,True
CUST00375,Farid,Dubois,farid.dubois375@example.com,DE,email,2025-01-26,True
CUST00376,Marco,Durand,marco.durand376@example.com,FR,referral,2024-05-16,True
CUST00377,Léa,Bernard,léa.bernard377@example.com,BE,referral,2025-02-06,True
CUST00378,Hugo,Martin,hugo.martin378@example.com,FR,email,2025-04-19,True
CUST00379,Rania,Durand,rania.durand379@example.com,IT,social,2024-08-23,True
CUST00380,Léa,Dubois,léa.dubois380@example.com,ES,paid_search,2024-04-25,False
CUST00381,Nadia,Laurent,nadia.laurent381@example.com,FR,paid_search,2024-07-30,False
CUST00382,Tania,Martin,tania.martin382@example.com,DE,referral,2024-02-19,True
CUST00383,Bruno,Durand,bruno.durand383@example.com,DE,paid_search,2024-08-10,True
CUST00384,Bruno,Dubois,bruno.dubois384@example.com,IT,email,2024-08-27,True
CUST00385,Sami,Richard,sami.richard385@example.com,IT,referral,2024-11-24,True
CUST00386,Emma,Simon,emma.simon386@example.com,BE,social,2024-11-03,True
CUST00387,Rania,Laurent,rania.laurent387@example.com,BE,social,2025-05-22,False
CUST00388,Léa,Durand,léa.durand388@example.com,IT,email,2025-03-02,True
CUST00389,Jules,Durand,jules.durand389@example.com,BE,referral,2025-04-29,True
CUST00390,Hugo,Robert,hugo.robert390@example.com,BE,social,2024-02-29,True
CUST00391,Nadia,Simon,nadia.simon391@example.com,IT,paid_search,2025-02-01,True
CUST00392,Giulia,Richard,giulia.richard392@example.com,FR,social,2025-01-14,False
CUST00393,Giulia,Martin,giulia.martin393@example.com,ES,social,2024-02-10,True
CUST00394,Giulia,Laurent,giulia.laurent394@example.com,IT,paid_search,2025-05-05,True
CUST00395,Karim,Robert,karim.robert395@example.com,FR,paid_search,2024-07-13,True
CUST00396,David,Moreau,david.moreau396@example.com,BE,referral,2024-07-28,True
CUST00397,Hugo,Simon,hugo.simon397@example.com,ES,email,2025-01-24,True
CUST00398,Léa,Robert,léa.robert398@example.com,ES,email,2025-06-09,True
CUST00399,Omar,Bernard,omar.bernard399@example.com,DE,email,2024-07-27,True
CUST00400,Nadia,Martin,nadia.martin400@example.com,IT,paid_search,2024-05-29,False
CUST00401,Rania,Laurent,rania.laurent401@example.com,IT,social,2024-10-29,True
CUST00402,Karim,Petit,karim.petit402@example.com,DE,referral,2024-09-08,True
CUST00403,Karim,Robert,karim.robert403@example.com,DE,social,2025-04-16,True
CUST00404,Léa,Dubois,léa.dubois404@example.com,BE,referral,2025-05-15,True
CUST00405,Rania,Martin,rania.martin405@example.com,IT,organic,2024-03-17,True
CUST00406,Bruno,Martin,bruno.martin406@example.com,DE,paid_search,2024-08-24,False
CUST00407,Emma,Martin,emma.martin407@example.com,BE,referral,2025-04-11,True
CUST00408,Tania,Laurent,tania.laurent408@example.com,DE,social,2024-01-17,False
CUST00409,Rania,Durand,rania.durand409@example.com,FR,organic,2024-10-08,True
CUST00410,Jules,Martin,jules.martin410@example.com,IT,social,2024-07-02,False
CUST00411,David,Simon,david.simon411@example.com,BE,paid_search,2024-07-15,True
CUST00412,Ines,Richard,ines.richard412@example.com,ES,social,2024-03-21,True
CUST00413,Marco,Moreau,marco.moreau413@example.com,IT,paid_search,2024-08-19,True
CUST00414,Chloe,Martin,chloe.martin414@example.com,FR,social,2025-01-23,True
CUST00415,Paul,Martin,paul.martin415@example.com,FR,paid_search,2024-03-25,True
CUST00416,Nadia,Richard,nadia.richard416@example.com,IT,organic,2025-06-24,True
CUST00417,Hugo,Petit,hugo.petit417@example.com,IT,social,2024-10-04,False
CUST00418,Chloe,Robert,chloe.robert418@example.com,IT,referral,2024-02-03,True
CUST00419,Karim,Martin,karim.martin419@example.com,BE,referral,2024-05-27,True
CUST00420,Marco,Bernard,marco.bernard420@example.com,ES,paid_search,2024-09-03,True
CUST00421,Marco,Simon,marco.simon421@example.com,ES,social,2024-05-23,True
CUST00422,Chloe,Simon,chloe.simon422@example.com,ES,organic,2024-04-10,True
CUST00423,Chloe,Richard,chloe.richard423@example.com,IT,referral,2025-02-10,True
CUST00424,Karim,Martin,karim.martin424@example.com,ES,social,2025-05-17,True
CUST00425,Rania,Durand,rania.durand425@example.com,DE,paid_search,2025-01-24,False
CUST00426,Tania,Robert,tania.robert426@example.com,BE,organic,2024-03-25,True
CUST00427,Marco,Dubois,marco.dubois427@example.com,DE,email,2025-01-04,False
CUST00428,Alice,Robert,alice.robert428@example.com,DE,email,2024-10-03,False
CUST00429,Chloe,Dubois,chloe.dubois429@example.com,DE,social,2025-06-08,True
CUST00430,Alice,Bernard,alice.bernard430@example.com,ES,referral,2024-04-05,True
CUST00431,Karim,Durand,karim.durand431@example.com,FR,email,2025-02-27,True
CUST00432,Chloe,Simon,chloe.simon432@example.com,BE,referral,2025-06-17,True
CUST00433,Marco,Dubois,marco.dubois433@example.com,BE,email,2024-11-04,True
CUST00434,Emma,Bernard,emma.bernard434@example.com,BE,social,2024-10-09,True
CUST00435,Paul,Bernard,paul.bernard435@example.com,ES,email,2024-09-09,True
CUST00436,Paul,Laurent,paul.laurent436@example.com,IT,paid_search,2025-04-13,False
CUST00437,Jules,Martin,jules.martin437@example.com,DE,email,2025-01-24,True
CUST00438,Karim,Moreau,karim.moreau438@example.com,ES,social,2024-05-19,True
CUST00439,Tania,Petit,tania.petit439@example.com,DE,email,2024-06-30,True
CUST00440,Karim,Robert,karim.robert440@example.com,DE,referral,2024-09-05,True
CUST00441,Ines,Durand,ines.durand441@example.com,ES,organic,2024-07-23,True
CUST00442,Rania,Dubois,rania.dubois442@example.com,IT,organic,2025-04-17,True
CUST00443,Giulia,Moreau,giulia.moreau443@example.com,ES,organic,2025-02-22,True
CUST00444,Emma,Robert,emma.robert444@example.com,BE,email,2024-06-06,True
CUST00445,Marco,Bernard,marco.bernard445@example.com,DE,referral,2025-05-05,True
CUST00446,Rania,Simon,rania.simon446@example.com,DE,referral,2024-02-07,True
CUST00447,Léa,Simon,léa.simon447@example.com,IT,organic,2024-04-21,True
CUST00448,Léa,Dubois,léa.dubois448@example.com,IT,organic,2025-02-13,True
CUST00449,Karim,Durand,karim.durand449@example.com,FR,organic,2024-04-10,True
CUST00450,Quentin,Simon,quentin.simon450@example.com,IT,referral,2024-08-14,True
CUST00451,Marco,Moreau,marco.moreau451@example.com,IT,referral,2024-06-03,True
CUST00452,Alice,Moreau,alice.moreau452@example.com,FR,email,2025-03-01,True
CUST00453,Chloe,Bernard,chloe.bernard453@example.com,BE,email,2024-11-15,True
CUST00454,Giulia,Simon,giulia.simon454@example.com,DE,email,2025-05-02,False
CUST00455,Omar,Richard,omar.richard455@example.com,FR,email,2024-02-15,True
CUST00456,David,Martin,david.martin456@example.com,ES,organic,2024-06-17,True
CUST00457,Hugo,Simon,hugo.simon457@example.com,BE,referral,2024-06-12,True
CUST00458,Nadia,Moreau,nadia.moreau458@example.com,BE,social,2024-07-07,True
CUST00459,Nadia,Durand,nadia.durand459@example.com,FR,referral,2024-07-21,True
CUST00460,Nadia,Durand,nadia.durand460@example.com,FR,paid_search,2024-07-29,True
CUST00461,Chloe,Laurent,chloe.laurent461@example.com,FR,referral,2024-07-10,True
CUST00462,Giulia,Moreau,giulia.moreau462@example.com,FR,email,2025-05-16,True
CUST00463,Karim,Laurent,karim.laurent463@example.com,DE,referral,2025-02-05,True
CUST00464,Léa,Richard,léa.richard464@example.com,DE,referral,2024-06-25,True
CUST00465,Jules,Laurent,jules.laurent465@example.com,IT,organic,2024-05-17,True
CUST00466,Hugo,Robert,hugo.robert466@example.com,FR,paid_search,2025-01-17,True
CUST00467,Quentin,Durand,quentin.durand467@example.com,DE,referral,2024-05-21,True
CUST00468,Nadia,Dubois,nadia.dubois468@example.com,DE,referral,2024-06-26,True
CUST00469,Paul,Robert,paul.robert469@example.com,BE,paid_search,2024-11-18,True
CUST00470,Tania,Martin,tania.martin470@example.com,ES,organic,2025-05-11,False
CUST00471,Marco,Simon,marco.simon471@example.com,IT,social,2025-02-22,True
CUST00472,Nadia,Moreau,nadia.moreau472@example.com,DE,paid_search,2024-03-25,True
CUST00473,Hugo,Robert,hugo.robert473@example.com,FR,email,2024-08-18,True
CUST00474,Farid,Moreau,farid.moreau474@example.com,IT,social,2025-06-07,False
CUST00475,David,Robert,david.robert475@example.com,IT,email,2024-02-12,True
CUST00476,Omar,Simon,omar.simon476@example.com,BE,social,2024-04-14,True
CUST00477,Hugo,Robert,hugo.robert477@example.com,FR,social,2024-09-26,True
CUST00478,Chloe,Moreau,chloe.moreau478@example.com,FR,paid_search,2024-08-02,True
CUST00479,Sami,Richard,sami.richard479@example.com,IT,social,2024-06-18,True
CUST00480,Giulia,Petit,giulia.petit480@example.com,FR,referral,2024-12-25,True
CUST00481,Tania,Simon,tania.simon481@example.com,BE,email,2024-10-26,True
CUST00482,Ines,Simon,ines.simon482@example.com,FR,paid_search,2025-02-25,True
CUST00483,Ines,Dubois,ines.dubois483@example.com,BE,paid_search,2024-05-29,True
CUST00484,Hugo,Durand,hugo.durand484@example.com,DE,paid_search,2024-10-02,True
CUST00485,Marco,Moreau,marco.moreau485@example.com,FR,organic,2025-02-16,True
CUST00486,Ines,Richard,ines.richard486@example.com,DE,social,2024-12-01,True
CUST00487,Chloe,Moreau,chloe.moreau487@example.com,ES,organic,2025-02-11,True
CUST00488,Nadia,Petit,nadia.petit488@example.com,DE,email,2024-11-26,True
CUST00489,Karim,Simon,karim.simon489@example.com,IT,paid_search,2025-05-11,True
CUST00490,Bruno,Martin,bruno.martin490@example.com,FR,social,2024-01-17,False
CUST00491,Farid,Moreau,farid.moreau491@example.com,DE,organic,2025-03-14,True
CUST00492,Emma,Robert,emma.robert492@example.com,BE,email,2024-04-05,True
CUST00493,Ines,Bernard,ines.bernard493@example.com,ES,paid_search,2024-02-23,True
CUST00494,Jules,Petit,jules.petit494@example.com,DE,organic,2024-04-07,False
CUST00495,Paul,Bernard,paul.bernard495@example.com,BE,referral,2024-08-19,True
CUST00496,Omar,Martin,omar.martin496@example.com,FR,email,2024-05-03,True
CUST00497,Nadia,Dubois,nadia.dubois497@example.com,DE,organic,2024-08-22,True
CUST00498,David,Bernard,david.bernard498@example.com,ES,email,2024-11-02,False
CUST00499,Emma,Dubois,emma.dubois499@example.com,FR,referral,2024-01-09,True
CUST00500,Farid,Moreau,farid.moreau500@example.com,ES,paid_search,2024-06-04,True
